Rainbow Team,Page,Link Text,Link,Status,Problem,Sessions,Org(s)
Green,https://www.gov.uk/growing-your-business/develop-new-products-and-services,Design Council’s business resources,http://www.designcouncil.org.uk/resources/search/im_field_objective/business-growth-476,404,Not Found,19,Department for Business and Trade
Green,https://www.gov.uk/growing-your-business/develop-new-products-and-services,Marketing strategy,http://www.marketingdonut.co.uk/marketing/marketing-strategy,404,Not Found,19,Department for Business and Trade
Green,https://www.gov.uk/budd-daliadau-os-ydych-yn-derfynol-wael,rydych chi eisoes yn cael budd-daliadau,https://www.gov.uk/cael-budd-daliadau-nesau-at-ddiwedd-oes/eisoes-cael-budd-daliadau,404,Not Found,7,HM Revenue & Customs
Green,https://www.gov.uk/budd-daliadau-os-ydych-yn-derfynol-wael,rydych chi’n gwneud cais am fudd-daliadau ar ran rhywun arall,https://www.gov.uk/cael-budd-daliadau-nesau-at-ddiwedd-oes/gofalwyr,404,Not Found,7,HM Revenue & Customs
Green,https://www.gov.uk/ryddhad-ardrethi-busnes,yn Saesneg,https://www.gov.uk/business-rate-relief,404,Not Found,4,HM Revenue & Customs
Green,https://www.gov.uk/add-to-energy-technology-list,register on the ETL,https://etl.decc.gov.uk/engetl/fox/live/ETL_LOGIN/login,Timeout,Failed to open TCP connection to etl.decc.gov.uk:443 (execution expired),3,Department for Business and Trade
Green,https://www.gov.uk/add-to-energy-technology-list,Energy Technology List ( ETL ),https://etl.decc.gov.uk/etl/site/etl.html,Timeout,Failed to open TCP connection to etl.decc.gov.uk:443 (execution expired),3,Department for Business and Trade
Green,https://www.gov.uk/cwynion-budd-dal-plant,Ombwdsmon Seneddol a Gwasanaeth Iechyd (yn agor tudalen Saesneg),http://www.ombudsman.org.uk/,Timeout,Failed to open TCP connection to www.ombudsman.org.uk:80 (execution expired),1,HM Revenue & Customs
Green,https://www.gov.uk/absenoldeb-a-thal-ar-y-cyd-i-rieni-canllaw-i-gyflogwyr/cymhwystra,tâl neu absenoldeb mabwysiadu,https://www.gov.uk/tal-ac-absenoldeb-mabwysiadu/cymhwystra,404,Not Found,0,Department for Business and Trade
Green,https://www.gov.uk/rhoi-eiddo-ar-osod,landlordiaid yn yr Alban,https://www.mygov.scot/renting-your-property-out/your-responsibilities/,Timeout,Net::ReadTimeout with #<TCPSocket:(closed)>,0,HM Revenue & Customs
